"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Kingdom"
"ACPA","","ACPA","Actaea pachypoda","","Actaea","","pachypoda","","","","","","","","","","","Elliott","","","","","white baneberry","Dicot","Actaea","Ranunculaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACPO11","","ACPO11","Actaea podocarpa","","Actaea","","podocarpa","","","","","","","","","","","DC.","","","","","mountain bugbane","Dicot","Actaea","Ranunculaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACRA7","","ACRA7","Actaea racemosa","","Actaea","","racemosa","","","","","","","","","","","L.","","","","","black baneberry","Dicot","Actaea","Ranunculaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACRAD","","ACRAD","Actaea racemosa var. dissecta","","Actaea","","racemosa","","","","var.","","dissecta","","","","","L.","(A. Gray) J. Compton","","","","black baneberry","Dicot","Actaea","Ranunculaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACRAR","","ACRAR","Actaea racemosa var. racemosa","","Actaea","","racemosa","","","","var.","","racemosa","","","","","L.","L.","","","","black bugbane","Dicot","Actaea","Ranunculaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACRU14","","ACRU14","Actaea rubifolia","","Actaea","","rubifolia","","","","","","","","","","","(Kearney) Kartesz","","","","","Appalachian bugbane","Dicot","Actaea","Ranunculaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACRU2","","ACRU2","Actaea rubra","","Actaea","","rubra","","","","","","","","","","","(Aiton) Willd.","","","","","red baneberry","Dicot","Actaea","Ranunculaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACRUA8","","ACRUA8","Actaea rubra ssp. arguta","","Actaea","","rubra","ssp.","","arguta","","","","","","","","(Aiton) Willd.","(Nutt.) Hultén","","","","red baneberry","Dicot","Actaea","Ranunculaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACRUR2","","ACRUR2","Actaea rubra ssp. rubra","","Actaea","","rubra","ssp.","","rubra","","","","","","","","(Aiton) Willd.","(Aiton) Willd.","","","","red baneberry","Dicot","Actaea","Ranunculaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACSP10","","ACSP10","Actaea spicata","","Actaea","","spicata","","","","","","","","","","","L.","","","","","Eurasian baneberry","Dicot","Actaea","Ranunculaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACTIN3","","ACTIN3","Actinidia","","Actinidia","","","","","","","","","","","","","Lindl.","","","","","actinidia","Dicot","Actinidia","Actinidiaceae","Theales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAR10","","ACAR10","Actinidia arguta","","Actinidia","","arguta","","","","","","","","","","","(Siebold & Zucc.) Planch. ex Miq.","","","","","tara vine","Dicot","Actinidia","Actinidiaceae","Theales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCH5","","ACCH5","Actinidia chinensis","","Actinidia","","chinensis","","","","","","","","","","","Planch.","","","","","kiwi","Dicot","Actinidia","Actinidiaceae","Theales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCHD","","ACCHD","Actinidia chinensis var. deliciosa","","Actinidia","","chinensis","","","","var.","","deliciosa","","","","","Planch.","(A. Chev.) A. Chev.","","","","kiwi","Dicot","Actinidia","Actinidiaceae","Theales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACPO9","","ACPO9","Actinidia polygama","","Actinidia","","polygama","","","","","","","","","","","(Siebold & Zucc.) Maxim.","","","","","silver vine","Dicot","Actinidia","Actinidiaceae","Theales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACTIN","","ACTIN","Actinostachys","","Actinostachys","","","","","","","","","","","","","Wall.","","","","","actinostachys","Fern","Actinostachys","Schizaeaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ACDI13","","ACDI13","Actinostachys digitata","","Actinostachys","","digitata","","","","","","","","","","","(L.) Wall.","","","","","","","Actinostachys","Schizaeaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ACIN13","","ACIN13","Actinostachys inopinata","","Actinostachys","","inopinata","","","","","","","","","","","(Selling) C.F. Reed","","","","","","","Actinostachys","Schizaeaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ACPE2","","ACPE2","Actinostachys pennula","","Actinostachys","","pennula","","","","","","","","","","","(Sw.) Hook.","","","","","ray fern","Fern","Actinostachys","Schizaeaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ACSP14","","ACSP14","Actinostachys spirophylla","","Actinostachys","","spirophylla","","","","","","","","","","","(W. Troll) C.F. Reed","","","","","","","Actinostachys","Schizaeaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADANS2","","ADANS2","Adansonia","","Adansonia","","","","","","","","","","","","","L.","","","","","adansonia","Dicot","Adansonia","Bombacaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADDI3","","ADDI3","Adansonia digitata","","Adansonia","","digitata","","","","","","","","","","","L.","","","","","baobab","Dicot","Adansonia","Bombacaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADELI","","ADELI","Adelia","","Adelia","","","","","","","","","","","","","L.","","","","","wild lime","Dicot","Adelia","Euphorbiaceae","Euphorbiales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADRI","","ADRI","Adelia ricinella","","Adelia","","ricinella","","","","","","","","","","","L.","","","","","wild lime","Dicot","Adelia","Euphorbiaceae","Euphorbiales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADVA","","ADVA","Adelia vaseyi","","Adelia","","vaseyi","","","","","","","","","","","(J.M. Coult.) Pax & K. Hoffm.","","","","","Vasey's wild lime","Dicot","Adelia","Euphorbiaceae","Euphorbiales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADELO2","","ADELO2","Adelococcus","","Adelococcus","","","","","","","","","","","","","Theiss. & Sydow","","","","","","Lichen","Adelococcus","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"ADAL2","","ADAL2","Adelococcus alpestris","","Adelococcus","","alpestris","","","","","","","","","","","(Zopf) Theiss. & Sydow","","","","","","Lichen","Adelococcus","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"ADELO","","ADELO","Adelolecia","","Adelolecia","","","","","","","","","","","","","Hertel & Hafellner","","","","","adelolecia lichen","Lichen","Adelolecia","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ADKO","","ADKO","Adelolecia kolaensis","","Adelolecia","","kolaensis","","","","","","","","","","","(Nyl.) Hertel & Rambold","","","","","","Lichen","Adelolecia","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ADPI2","","ADPI2","Adelolecia pilati","","Adelolecia","","pilati","","","","","","","","","","","(Hepp) Hertel & Hafellner","","","","","adelolecia lichen","Lichen","Adelolecia","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ADENA","","ADENA","Adenanthera","","Adenanthera","","","","","","","","","","","","","L.","","","","","beadtree","Dicot","Adenanthera","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADPA","","ADPA","Adenanthera pavonina","","Adenanthera","","pavonina","","","","","","","","","","","L.","","","","","red beadtree","Dicot","Adenanthera","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADENI","","ADENI","Adenium","","Adenium","","","","","","","","","","","","","Roem. & Schult.","","","","","desert rose","Dicot","Adenium","Apocynaceae","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADOB2","","ADOB2","Adenium obesum","","Adenium","","obesum","","","","","","","","","","","(Forssk.) Roem. & Schult.","","","","","desert-rose","Dicot","Adenium","Apocynaceae","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADENO6","","ADENO6","Adenocarpus","","Adenocarpus","","","","","","","","","","","","","DC.","","","","","","Dicot","Adenocarpus","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADFO2","","ADFO2","Adenocarpus foliolosus","","Adenocarpus","","foliolosus","","","","","","","","","","","(Aiton) DC.","","","","","Canary Island flatpod","Dicot","Adenocarpus","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADENO","","ADENO","Adenocaulon","","Adenocaulon","","","","","","","","","","","","","Hook.","","","","","trailplant","Dicot","Adenocaulon","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADBI","","ADBI","Adenocaulon bicolor","","Adenocaulon","","bicolor","","","","","","","","","","","Hook.","","","","","American trailplant","Dicot","Adenocaulon","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADENO3","","ADENO3","Adenophorus","","Adenophorus","","","","","","","","","","","","","Gaudich.","","","","","kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADAB2","","ADAB2","Adenophorus ×abbottiae","","Adenophorus","×","abbottiae","","","","","","","","","","","W.H. Wagner","","","","hymenophylloides × tamariscinus","kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADCA5","","ADCA5","Adenophorus ×carsonii","","Adenophorus","×","carsonii","","","","","","","","","","","T.A. Ranker","","","","hymenophylloides × tripinnatifidus","kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADAB","","ADAB","Adenophorus abietinus","","Adenophorus","","abietinus","","","","","","","","","","","(D.C. Eaton) K.A. Wilson","","","","","elegant kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADEP","","ADEP","Adenophorus epigaeus","","Adenophorus","","epigaeus","","","","","","","","","","","(Bishop) W.H. Wagner","","","","","Kauai kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADHA","","ADHA","Adenophorus haalilioanus","","Adenophorus","","haalilioanus","","","","","","","","","","","(Brack.) K.A. Wilson","","","","","island kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADHY","","ADHY","Adenophorus hymenophylloides","","Adenophorus","","hymenophylloides","","","","","","","","","","","(Kaulf.) Hook. & Grev.","","","","","filmy kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADMO3","","ADMO3","Adenophorus montanus","","Adenophorus","","montanus","","","","","","","","","","","(Hillebr.) W.H. Wagner","","","","","Maui kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADOA","","ADOA","Adenophorus oahuensis","","Adenophorus","","oahuensis","","","","","","","","","","","(Copeland) Bishop","","","","","Oahu kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADPE2","","ADPE2","Adenophorus periens","","Adenophorus","","periens","","","","","","","","","","","Bishop","","","","","pendant kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADPI","","ADPI","Adenophorus pinnatifidus","","Adenophorus","","pinnatifidus","","","","","","","","","","","Gaudich.","","","","","graceful kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADTA","","ADTA","Adenophorus tamariscinus","","Adenophorus","","tamariscinus","","","","","","","","","","","(Kaulf.) Hook. & Grev.","","","","","wahini noho mauna","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADTR2","","ADTR2","Adenophorus tripinnatifidus","","Adenophorus","","tripinnatifidus","","","","","","","","","","","Gaudich.","","","","","royal kihifern","Fern","Adenophorus","Grammitidaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADENO5","","ADENO5","Adenophyllum","","Adenophyllum","","","","","","","","","","","","","Pers.","","","","","dogweed","Dicot","Adenophyllum","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADCO2","","ADCO2","Adenophyllum cooperi","","Adenophyllum","","cooperi","","","","","","","","","","","(A. Gray) Strother","","","","","Cooper's dogweed","Dicot","Adenophyllum","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADPO","","ADPO","Adenophyllum porophylloides","","Adenophyllum","","porophylloides","","","","","","","","","","","(A. Gray) Strother","","","","","San Felipe dogweed","Dicot","Adenophyllum","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADPO2","","ADPO2","Adenophyllum porophyllum","","Adenophyllum","","porophyllum","","","","","","","","","","","(Cav.) Hemsl.","","","","","poreleaf dogweed","Dicot","Adenophyllum","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADWR","","ADWR","Adenophyllum wrightii","","Adenophyllum","","wrightii","","","","","","","","","","","A. Gray","","","","","Wright's dogweed","Dicot","Adenophyllum","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADENO7","","ADENO7","Adenosma","","Adenosma","","","","","","","","","","","","","R. Br.","","","","","","","Adenosma","Scrophulariaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADJA","","ADJA","Adenosma javanica","","Adenosma","","javanica","","","","","","","","","","","(Blume) Koord.","","","","","Java adenosma","","Adenosma","Scrophulariaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADENO4","","ADENO4","Adenostemma","","Adenostemma","","","","","","","","","","","","","J.R. Forst. & G. Forst.","","","","","medicineplant","Dicot","Adenostemma","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADBE3","","ADBE3","Adenostemma berteroi","","Adenostemma","","berteroi","","","","","","","","","","","DC. [excluded]","","","","","","Dicot","Adenostemma","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADLA4","","ADLA4","Adenostemma lanceolatum","","Adenostemma","","lanceolatum","","","","","","","","","","","Miq.","","","","","","Dicot","Adenostemma","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADLA2","","ADLA2","Adenostemma lavenia","","Adenostemma","","lavenia","","","","","","","","","","","(L.) Kuntze","","","","","common medicineplant","Dicot","Adenostemma","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADVE2","","ADVE2","Adenostemma verbesina","","Adenostemma","","verbesina","","","","","","","","","","","(L.) Sch. Bip.","","","","","tropical medicineplant","Dicot","Adenostemma","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADENO2","","ADENO2","Adenostoma","","Adenostoma","","","","","","","","","","","","","Hook. & Arn.","","","","","chamise","Dicot","Adenostoma","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADFA","","ADFA","Adenostoma fasciculatum","","Adenostoma","","fasciculatum","","","","","","","","","","","Hook. & Arn.","","","","","chamise","Dicot","Adenostoma","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADFAF","","ADFAF","Adenostoma fasciculatum var. fasciculatum","","Adenostoma","","fasciculatum","","","","var.","","fasciculatum","","","","","Hook. & Arn.","Hook. & Arn.","","","","chamise","Dicot","Adenostoma","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADFAO","","ADFAO","Adenostoma fasciculatum var. obtusifolium","","Adenostoma","","fasciculatum","","","","var.","","obtusifolium","","","","","Hook. & Arn.","S. Watson","","","","chamise","Dicot","Adenostoma","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADSP","","ADSP","Adenostoma sparsifolium","","Adenostoma","","sparsifolium","","","","","","","","","","","Torr.","","","","","redshank","Dicot","Adenostoma","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADESM","","ADESM","Adesmia","","Adesmia","","","","","","","","","","","","","DC.","","","","","","Dicot","Adesmia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADBI3","","ADBI3","Adesmia bicolor","","Adesmia","","bicolor","","","","","","","","","","","(Poir.) DC.","","","","","alverjilla","Dicot","Adesmia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADFI2","","ADFI2","Adesmia filifolia","","Adesmia","","filifolia","","","","","","","","","","","Clos","","","","","","Dicot","Adesmia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADIN2","","ADIN2","Adesmia incana","","Adesmia","","incana","","","","","","","","","","","Vogel","","","","","","Dicot","Adesmia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADMI2","","ADMI2","Adesmia microphylla","","Adesmia","","microphylla","","","","","","","","","","","Hook. & Arn.","","","","","pahuen","Dicot","Adesmia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADMU2","","ADMU2","Adesmia muricata","","Adesmia","","muricata","","","","","","","","","","","(Jacq.) DC.","","","","","","Dicot","Adesmia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADTE3","","ADTE3","Adesmia tenella","","Adesmia","","tenella","","","","","","","","","","","Hook. & Arn.","","","","","","Dicot","Adesmia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ADIAN","","ADIAN","Adiantum","","Adiantum","","","","","","","","","","","","","L.","","","","","maidenhair fern","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADTR3","","ADTR3","Adiantum ×tracyi","","Adiantum","×","tracyi","","","","","","","","","","","C.C. Hall ex W.H. Wagner","","","","aleuticum × jordanii","maidenhair fern","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADAL","","ADAL","Adiantum aleuticum","","Adiantum","","aleuticum","","","","","","","","","","","(Rupr.) Paris","","","","","Aleutian maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADAN2","","ADAN2","Adiantum anceps","","Adiantum","","anceps","","","","","","","","","","","Maxon & Morton","","","","","double edge maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADCA","","ADCA","Adiantum capillus-veneris","","Adiantum","","capillus-veneris","","","","","","","","","","","L.","","","","","common maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADCA3","","ADCA3","Adiantum caudatum","","Adiantum","","caudatum","","","","","","","","","","","L.","","","","","tailed maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADCO","","ADCO","Adiantum concinnum","","Adiantum","","concinnum","","","","","","","","","","","Humb. & Bonpl. ex Willd.","","","","","polished maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADFR","","ADFR","Adiantum fragile","","Adiantum","","fragile","","","","","","","","","","","Sw.","","","","","fragile maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADFRF","","ADFRF","Adiantum fragile var. fragile","","Adiantum","","fragile","","","","var.","","fragile","","","","","Sw.","Sw.","","","","fragile maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADFRR","","ADFRR","Adiantum fragile var. rigidulum","","Adiantum","","fragile","","","","var.","","rigidulum","","","","","Sw.","(Mett. ex Kuhn) Proctor","","","","fragile maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADHI3","","ADHI3","Adiantum hirsutum","","Adiantum","","hirsutum","","","","","","","","","","","Bory [excluded]","","","","","","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADHI","","ADHI","Adiantum hispidulum","","Adiantum","","hispidulum","","","","","","","","","","","Sw.","","","","","rough maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADJO","","ADJO","Adiantum jordanii","","Adiantum","","jordanii","","","","","","","","","","","C.H. Mull.","","","","","California maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADLA","","ADLA","Adiantum latifolium","","Adiantum","","latifolium","","","","","","","","","","","Lam.","","","","","broadleaf maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADMA","","ADMA","Adiantum macrophyllum","","Adiantum","","macrophyllum","","","","","","","","","","","Sw.","","","","","largeleaf maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADME","","ADME","Adiantum melanoleucum","","Adiantum","","melanoleucum","","","","","","","","","","","Willd.","","","","","fragrant maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADOB","","ADOB","Adiantum obliquum","","Adiantum","","obliquum","","","","","","","","","","","Willd.","","","","","oblique maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADPA3","","ADPA3","Adiantum palaoense","","Adiantum","","palaoense","","","","","","","","","","","C. Chr.","","","","","Palau maidenhair","","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADPE","","ADPE","Adiantum pedatum","","Adiantum","","pedatum","","","","","","","","","","","L.","","","","","northern maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADPE3","","ADPE3","Adiantum petiolatum","","Adiantum","","petiolatum","","","","","","","","","","","Desv.","","","","","stalked maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADPH","","ADPH","Adiantum philippense","","Adiantum","","philippense","","","","","","","","","","","L.","","","","","","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADPU","","ADPU","Adiantum pulverulentum","","Adiantum","","pulverulentum","","","","","","","","","","","L.","","","","","glossy maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADPY","","ADPY","Adiantum pyramidale","","Adiantum","","pyramidale","","","","","","","","","","","(L.) Willd.","","","","","pyramid maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADRA","","ADRA","Adiantum raddianum","","Adiantum","","raddianum","","","","","","","","","","","C. Presl","","","","","delta maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADSH","","ADSH","Adiantum shastense","","Adiantum","","shastense","","","","","","","","","","","Huiet & A.R. Sm.","","","","","Shasta maidenhair","","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADTE","","ADTE","Adiantum tenerum","","Adiantum","","tenerum","","","","","","","","","","","Sw.","","","","","fan maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADTE2","","ADTE2","Adiantum tetraphyllum","","Adiantum","","tetraphyllum","","","","","","","","","","","Humb. & Bonpl. ex Willd.","","","","","fourleaf maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"ADTR4","","ADTR4","Adiantum trapeziforme","","Adiantum","","trapeziforme","","","","","","","","","","","L.","","","","","diamond maidenhair","Fern","Adiantum","Pteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
