"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Kingdom"
"ACAP","","ACAP","Acarospora applanata","","Acarospora","","applanata","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACAR8","","ACAR8","Acarospora arenacea","","Acarospora","","arenacea","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACAR9","","ACAR9","Acarospora arenosa","","Acarospora","","arenosa","","","","","","","","","","","Herre","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACAS3","","ACAS3","Acarospora asahinae","","Acarospora","","asahinae","","","","","","","","","","","H. Magn.","","","","","Asahina's cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACAS4","","ACAS4","Acarospora asperata","","Acarospora","","asperata","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACBA4","","ACBA4","Acarospora badiofusca","","Acarospora","","badiofusca","","","","","","","","","","","(Nyl.) Th. Fr.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACBU2","","ACBU2","Acarospora bullata","","Acarospora","","bullata","","","","","","","","","","","Anzi","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACCA14","","ACCA14","Acarospora caesiofusca","","Acarospora","","caesiofusca","","","","","","","","","","","(Müll. Arg.) H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACCA15","","ACCA15","Acarospora californica","","Acarospora","","californica","","","","","","","","","","","Zahlbr.","","","","","California cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACCA16","","ACCA16","Acarospora canadensis","","Acarospora","","canadensis","","","","","","","","","","","H. Magn.","","","","","Canada cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACCA17","","ACCA17","Acarospora carnegiei","","Acarospora","","carnegiei","","","","","","","","","","","Zahlbr.","","","","","Carnegie's cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACCE","","ACCE","Acarospora cervina","","Acarospora","","cervina","","","","","","","","","","","A. Massal.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACCI2","","ACCI2","Acarospora cinereoalba","","Acarospora","","cinereoalba","","","","","","","","","","","(Fink) H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACCI4","","ACCI4","Acarospora citrina","","Acarospora","","citrina","","","","","","","","","","","(Taylor) Zahlbr.","","","","","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACCL6","","ACCL6","Acarospora clauzadeana","","Acarospora","","clauzadeana","","","","","","","","","","","(Llimona) Casares & Hafellner","","","","","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACCO10","","ACCO10","Acarospora coloradiana","","Acarospora","","coloradiana","","","","","","","","","","","H. Magn.","","","","","Colorado cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACCO11","","ACCO11","Acarospora complanata","","Acarospora","","complanata","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACDE9","","ACDE9","Acarospora desolata","","Acarospora","","desolata","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACDI4","","ACDI4","Acarospora dispersa","","Acarospora","","dispersa","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACEL2","","ACEL2","Acarospora elevata","","Acarospora","","elevata","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACFU2","","ACFU2","Acarospora fuscata","","Acarospora","","fuscata","","","","","","","","","","","(Schrad.) Arnold","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACFU3","","ACFU3","Acarospora fuscescens","","Acarospora","","fuscescens","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACGA2","","ACGA2","Acarospora gallica","","Acarospora","","gallica","","","","","","","","","","","H. Magn.","","","","","Gallic cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACGE4","","ACGE4","Acarospora geogena","","Acarospora","","geogena","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACGL2","","ACGL2","Acarospora glaucocarpa","","Acarospora","","glaucocarpa","","","","","","","","","","","(Ach.) Körb.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACHA3","","ACHA3","Acarospora hassei","","Acarospora","","hassei","","","","","","","","","","","Herre","","","","","Hasse's cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACHE6","","ACHE6","Acarospora heppii","","Acarospora","","heppii","","","","","","","","","","","(Nageli ex Hepp) Nageli ex Körb.","","","","","Hepp's cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACHE7","","ACHE7","Acarospora heufleriana","","Acarospora","","heufleriana","","","","","","","","","","","Körb.","","","","","Heufler's cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACHI6","","ACHI6","Acarospora hilaris","","Acarospora","","hilaris","","","","","","","","","","","(Dufour) Hue","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACIM2","","ACIM2","Acarospora immersa","","Acarospora","","immersa","","","","","","","","","","","Fink","","","","","water cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACIM3","","ACIM3","Acarospora impressula","","Acarospora","","impressula","","","","","","","","","","","Th. Fr.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACIN5","","ACIN5","Acarospora instrata","","Acarospora","","instrata","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACIN6","","ACIN6","Acarospora interjecta","","Acarospora","","interjecta","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACIN7","","ACIN7","Acarospora interposita","","Acarospora","","interposita","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACIN8","","ACIN8","Acarospora interspersa","","Acarospora","","interspersa","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACMA10","","ACMA10","Acarospora macrospora","","Acarospora","","macrospora","","","","","","","","","","","(Hepp) Bagl.","","","","","big spore cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACMO6","","ACMO6","Acarospora molybdina","","Acarospora","","molybdina","","","","","","","","","","","(Wahlenb.) Trevis.","","","","","molybdenum cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACNE7","","ACNE7","Acarospora nevadensis","","Acarospora","","nevadensis","","","","","","","","","","","H. Magn.","","","","","Nevada cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACNI6","","ACNI6","Acarospora nigromarginata","","Acarospora","","nigromarginata","","","","","","","","","","","de Lesd.","","","","","darkmargin cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACNI7","","ACNI7","Acarospora nitida","","Acarospora","","nitida","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACNO6","","ACNO6","Acarospora nodulosa","","Acarospora","","nodulosa","","","","","","","","","","","(Dufour) Hue","","","","","nodule cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACOB4","","ACOB4","Acarospora obnubila","","Acarospora","","obnubila","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACOB5","","ACOB5","Acarospora obpallens","","Acarospora","","obpallens","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACOL","","ACOL","Acarospora oligospora","","Acarospora","","oligospora","","","","","","","","","","","(Nyl.) Arnold","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACPA7","","ACPA7","Acarospora particularis","","Acarospora","","particularis","","","","","","","","","","","H. Magn.","","","","","particular cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACPE6","","ACPE6","Acarospora peliscypha","","Acarospora","","peliscypha","","","","","","","","","","","Th. Fr.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACPE7","","ACPE7","Acarospora peltastica","","Acarospora","","peltastica","","","","","","","","","","","Zahlbr.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACPY2","","ACPY2","Acarospora pyrenopsoides","","Acarospora","","pyrenopsoides","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACRA4","","ACRA4","Acarospora radicata","","Acarospora","","radicata","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACRE7","","ACRE7","Acarospora reagens","","Acarospora","","reagens","","","","","","","","","","","Zahlbr.","","","","","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACRU5","","ACRU5","Acarospora rugulosa","","Acarospora","","rugulosa","","","","","","","","","","","Körb.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACSA6","","ACSA6","Acarospora saepincola","","Acarospora","","saepincola","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACSC4","","ACSC4","Acarospora scabrida","","Acarospora","","scabrida","","","","","","","","","","","Hedl. ex H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACSC5","","ACSC5","Acarospora schleicheri","","Acarospora","","schleicheri","","","","","","","","","","","(Ach.) A. Massal.","","","","","Schleicher's cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACSC6","","ACSC6","Acarospora scotica","","Acarospora","","scotica","","","","","","","","","","","Hue","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACSI4","","ACSI4","Acarospora sinopica","","Acarospora","","sinopica","","","","","","","","","","","(Wahlenb.) Körb.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACSM2","","ACSM2","Acarospora smaragdula","","Acarospora","","smaragdula","","","","","","","","","","","(Wahlenb.) A. Massal.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACSO2","","ACSO2","Acarospora socialis","","Acarospora","","socialis","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACSP6","","ACSP6","Acarospora sparsa","","Acarospora","","sparsa","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACST2","","ACST2","Acarospora stapfiana","","Acarospora","","stapfiana","","","","","","","","","","","(Müll. Arg.) Hue","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACST3","","ACST3","Acarospora strigata","","Acarospora","","strigata","","","","","","","","","","","(Nyl.) Jatta","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACSU5","","ACSU5","Acarospora succedens","","Acarospora","","succedens","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACSU6","","ACSU6","Acarospora superfusa","","Acarospora","","superfusa","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACTE5","","ACTE5","Acarospora tenebrica","","Acarospora","","tenebrica","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACTE6","","ACTE6","Acarospora terricola","","Acarospora","","terricola","","","","","","","","","","","H. Magn.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACTH4","","ACTH4","Acarospora thamnina","","Acarospora","","thamnina","","","","","","","","","","","(Tuck.) Herre","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACTH5","","ACTH5","Acarospora thelococcoides","","Acarospora","","thelococcoides","","","","","","","","","","","(Nyl.) Zahlbr.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACTH6","","ACTH6","Acarospora thermophila","","Acarospora","","thermophila","","","","","","","","","","","Herre","","","","","heatloving cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACTO4","","ACTO4","Acarospora tongleti","","Acarospora","","tongleti","","","","","","","","","","","Hue","","","","","Tonglet's cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACTU2","","ACTU2","Acarospora tucsonensis","","Acarospora","","tucsonensis","","","","","","","","","","","H. Magn.","","","","","Tucson cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACUT","","ACUT","Acarospora utahensis","","Acarospora","","utahensis","","","","","","","","","","","H. Magn.","","","","","Utah cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACVE4","","ACVE4","Acarospora veronensis","","Acarospora","","veronensis","","","","","","","","","","","A. Massal.","","","","","cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACWA2","","ACWA2","Acarospora washingtonensis","","Acarospora","","washingtonensis","","","","","","","","","","","H. Magn.","","","","","Washington cracked lichen","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"ACAUL","","ACAUL","Acaulon","","Acaulon","","","","","","","","","","","","","Müll. Hal.","","","","","acaulon moss","Moss","Acaulon","Pottiaceae","Pottiales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"ACER","","ACER","Acer","","Acer","","","","","","","","","","","","","L.","","","","","maple","Dicot","Acer","Aceraceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACHIL","","ACHIL","Achillea","","Achillea","","","","","","","","","","","","","L.","","","","","yarrow","Dicot","Achillea","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACHLY","","ACHLY","Achlys","","Achlys","","","","","","","","","","","","","DC.","","","","","achlys","Dicot","Achlys","Berberidaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACHNA","","ACHNA","Achnatherum","","Achnatherum","","","","","","","","","","","","","P. Beauv.","","","","","needlegrass","Monocot","Achnatherum","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACHYR","","ACHYR","Achyrachaena","","Achyrachaena","","","","","","","","","","","","","Schauer","","","","","blow wives","Dicot","Achyrachaena","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACHYR2","","ACHYR2","Achyranthes","","Achyranthes","","","","","","","","","","","","","L.","","","","","chaff flower","Dicot","Achyranthes","Amaranthaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCA37","","ACCA37","Achyranthes canescens","","Achyranthes","","canescens","","","","","","","","","","","R. Br.","","","","","","Dicot","Achyranthes","Amaranthaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACHYR3","","ACHYR3","Achyronychia","","Achyronychia","","","","","","","","","","","","","Torr. & A. Gray","","","","","achyronychia","Dicot","Achyronychia","Caryophyllaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACICA","","ACICA","Acicarpha","","Acicarpha","","","","","","","","","","","","","Juss.","","","","","acicarpha","Dicot","Acicarpha","Calyceraceae","Calycerales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACIDA","","ACIDA","Acidanthera","","Acidanthera","","","","","","","","","","","","","Hochst.","","","","","acidanthera","Monocot","Acidanthera","Iridaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACINO","","ACINO","Acinos","","Acinos","","","","","","","","","","","","","Mill.","","","","","acinos","Dicot","Acinos","Lamiaceae","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACIPH","","ACIPH","Aciphylla","","Aciphylla","","","","","","","","","","","","","J.R. Forst. & G. Forst.","","","","","fierce Spaniard","Dicot","Aciphylla","Apiaceae","Apiales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
