"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","Class","Division","Kingdom"
"CRMI2","","CRMI2","Cryptantha micromeres","","Cryptantha","","micromeres","","","","","","","","","","","(A. Gray) Greene","","","","","pygmyflower cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMI3","","CRMI3","Cryptantha microstachys","","Cryptantha","","microstachys","","","","","","","","","","","(Greene ex A. Gray) Greene","","","","","Tejon cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMI4","","CRMI4","Cryptantha milo-bakeri","","Cryptantha","","milo-bakeri","","","","","","","","","","","I.M. Johnst.","","","","","Milo Baker's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMI5","","CRMI5","Cryptantha minima","","Cryptantha","","minima","","","","","","","","","","","Rydb.","","","","","little cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMI7","","CRMI7","Cryptantha mirabunda","","Cryptantha","","mirabunda","","","","","","","","","","","Brand","","","","","wonderful cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMO7","","CRMO7","Cryptantha mohavensis","","Cryptantha","","mohavensis","","","","","","","","","","","(Greene) Greene","","","","","Mojave cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMU2","","CRMU2","Cryptantha muricata","","Cryptantha","","muricata","","","","","","","","","","","(Hook. & Arn.) A. Nelson & J.F. Macbr.","","","","","pointed cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRNE","","CRNE","Cryptantha nemaclada","","Cryptantha","","nemaclada","","","","","","","","","","","Greene","","","","","Colusa cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRNE2","","CRNE2","Cryptantha nevadensis","","Cryptantha","","nevadensis","","","","","","","","","","","A. Nelson & Kennedy","","","","","Nevada cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRNEN","","CRNEN","Cryptantha nevadensis var. nevadensis","","Cryptantha","","nevadensis","","","","var.","","nevadensis","","","","","A. Nelson & Kennedy","A. Nelson & Kennedy","","","","Nevada cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRNER","","CRNER","Cryptantha nevadensis var. rigida","","Cryptantha","","nevadensis","","","","var.","","rigida","","","","","A. Nelson & Kennedy","I.M. Johnst.","","","","Nevada cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRNU2","","CRNU2","Cryptantha nubigena","","Cryptantha","","nubigena","","","","","","","","","","","(Greene) Payson","","","","","Sierra cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CROB","","CROB","Cryptantha oblata","","Cryptantha","","oblata","","","","","","","","","","","(M.E. Jones) Payson","","","","","rough cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CROC2","","CROC2","Cryptantha ochroleuca","","Cryptantha","","ochroleuca","","","","","","","","","","","Higgins","","","","","yellowwhite cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CROS","","CROS","Cryptantha osterhoutii","","Cryptantha","","osterhoutii","","","","","","","","","","","(Payson) Payson","","","","","Osterhout's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CROX","","CROX","Cryptantha oxygona","","Cryptantha","","oxygona","","","","","","","","","","","(A. Gray) Greene","","","","","sharpnut cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRPA21","","CRPA21","Cryptantha palmeri","","Cryptantha","","palmeri","","","","","","","","","","","(A. Gray) Payson","","","","","Palmer's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRPA6","","CRPA6","Cryptantha paradoxa","","Cryptantha","","paradoxa","","","","","","","","","","","(A. Nelson) Payson","","","","","handsome cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRPA8","","CRPA8","Cryptantha paysonii","","Cryptantha","","paysonii","","","","","","","","","","","(J.F. Macbr.) I.M. Johnst.","","","","","Payson's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRPR3","","CRPR3","Cryptantha propria","","Cryptantha","","propria","","","","","","","","","","","(A. Nelson & J.F. Macbr.) Payson","","","","","Malheur cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRPT","","CRPT","Cryptantha pterocarya","","Cryptantha","","pterocarya","","","","","","","","","","","(Torr.) Greene","","","","","wingnut cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRPTC","","CRPTC","Cryptantha pterocarya var. cycloptera","","Cryptantha","","pterocarya","","","","var.","","cycloptera","","","","","(Torr.) Greene","(Greene) J.F. Macbr.","","","","wingnut cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRPTP2","","CRPTP2","Cryptantha pterocarya var. pterocarya","","Cryptantha","","pterocarya","","","","var.","","pterocarya","","","","","(Torr.) Greene","(Torr.) Greene","","","","wingnut cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRPTS","","CRPTS","Cryptantha pterocarya var. stenoloba","","Cryptantha","","pterocarya","","","","var.","","stenoloba","","","","","(Torr.) Greene","I.M. Johnst.","","","","wingnut cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRPU7","","CRPU7","Cryptantha pusilla","","Cryptantha","","pusilla","","","","","","","","","","","(Torr. & A. Gray) Greene","","","","","low cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRRA2","","CRRA2","Cryptantha racemosa","","Cryptantha","","racemosa","","","","","","","","","","","(S. Watson) Greene","","","","","bushy cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRRA3","","CRRA3","Cryptantha rattanii","","Cryptantha","","rattanii","","","","","","","","","","","Greene","","","","","Rattan's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRRE5","","CRRE5","Cryptantha recurvata","","Cryptantha","","recurvata","","","","","","","","","","","Coville","","","","","curvenut cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRRO6","","CRRO6","Cryptantha rollinsii","","Cryptantha","","rollinsii","","","","","","","","","","","I.M. Johnst.","","","","","Rollins' cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRRO3","","CRRO3","Cryptantha roosiorum","","Cryptantha","","roosiorum","","","","","","","","","","","Munz","","","","","bristlecone cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRRU4","","CRRU4","Cryptantha rugulosa","","Cryptantha","","rugulosa","","","","","","","","","","","(Payson) Payson","","","","","wrinkled cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSA6","","CRSA6","Cryptantha salmonensis","","Cryptantha","","salmonensis","","","","","","","","","","","(A. Nelson & J.F. Macbr.) Payson","","","","","Salmon River cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSC2","","CRSC2","Cryptantha scoparia","","Cryptantha","","scoparia","","","","","","","","","","","A. Nelson","","","","","Pinyon Desert cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSE4","","CRSE4","Cryptantha semiglabra","","Cryptantha","","semiglabra","","","","","","","","","","","Barneby","","","","","smooth cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSE3","","CRSE3","Cryptantha sericea","","Cryptantha","","sericea","","","","","","","","","","","(A. Gray) Payson","","","","","silky cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSE5","","CRSE5","Cryptantha setosissima","","Cryptantha","","setosissima","","","","","","","","","","","(A. Gray) Payson","","","","","bristly cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSH6","","CRSH6","Cryptantha shackletteana","","Cryptantha","","shackletteana","","","","","","","","","","","Higgins","","","","","Shacklette's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSI4","","CRSI4","Cryptantha similis","","Cryptantha","","similis","","","","","","","","","","","Mathew & P.H. Raven","","","","","desert cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSI2","","CRSI2","Cryptantha simulans","","Cryptantha","","simulans","","","","","","","","","","","Greene","","","","","pinewoods cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSO3","","CRSO3","Cryptantha sobolifera","","Cryptantha","","sobolifera","","","","","","","","","","","Payson","","","","","Waterton Lakes cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSP3","","CRSP3","Cryptantha sparsiflora","","Cryptantha","","sparsiflora","","","","","","","","","","","(Greene) Greene","","","","","slender cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSP4","","CRSP4","Cryptantha spiculifera","","Cryptantha","","spiculifera","","","","","","","","","","","(Piper) Payson","","","","","Snake River cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRST5","","CRST5","Cryptantha stricta","","Cryptantha","","stricta","","","","","","","","","","","(Osterh.) Payson","","","","","Yampa River cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRSU15","","CRSU15","Cryptantha subcapitata","","Cryptantha","","subcapitata","","","","","","","","","","","Dorn & Lichvar","","","","","Wallowa cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRTE8","","CRTE8","Cryptantha tenuis","","Cryptantha","","tenuis","","","","","","","","","","","(Eastw.) Payson","","","","","canyon cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRTE5","","CRTE5","Cryptantha texana","","Cryptantha","","texana","","","","","","","","","","","(A. DC.) Greene","","","","","pick me nots","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRTH3","","CRTH3","Cryptantha thompsonii","","Cryptantha","","thompsonii","","","","","","","","","","","I.M. Johnst.","","","","","Thompson's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRTH","","CRTH","Cryptantha thyrsiflora","","Cryptantha","","thyrsiflora","","","","","","","","","","","(Greene) Payson","","","","","calcareous cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRTO4","","CRTO4","Cryptantha torreyana","","Cryptantha","","torreyana","","","","","","","","","","","(A. Gray) Greene","","","","","Torrey's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRTR7","","CRTR7","Cryptantha traskiae","","Cryptantha","","traskiae","","","","","","","","","","","I.M. Johnst.","","","","","Trask's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRTU","","CRTU","Cryptantha tumulosa","","Cryptantha","","tumulosa","","","","","","","","","","","(Payson) Payson","","","","","New York Mountain cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRUT","","CRUT","Cryptantha utahensis","","Cryptantha","","utahensis","","","","","","","","","","","(A. Gray) Greene","","","","","scented cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRVI4","","CRVI4","Cryptantha virgata","","Cryptantha","","virgata","","","","","","","","","","","(Porter) Payson","","","","","miner's candle","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRVI5","","CRVI5","Cryptantha virginensis","","Cryptantha","","virginensis","","","","","","","","","","","(M.E. Jones) Payson","","","","","Virgin River cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRWA2","","CRWA2","Cryptantha watsonii","","Cryptantha","","watsonii","","","","","","","","","","","(A. Gray) Greene","","","","","Watson's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRWE2","","CRWE2","Cryptantha weberi","","Cryptantha","","weberi","","","","","","","","","","","I.M. Johnst.","","","","","Weber's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRWE5","","CRWE5","Cryptantha welshii","","Cryptantha","","welshii","","","","","","","","","","","Thorne & Higgins","","","","","Welsh's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRWE3","","CRWE3","Cryptantha wetherillii","","Cryptantha","","wetherillii","","","","","","","","","","","(Eastw.) Payson","","","","","Wetherill's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRWI7","","CRWI7","Cryptantha wigginsii","","Cryptantha","","wigginsii","","","","","","","","","","","I.M. Johnst.","","","","","Wiggins' cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRYPT2","","CRYPT2","Cryptocarya","","Cryptocarya","","","","","","","","","","","","","R. Br.","","","","","cryptocarya","Dicot","Cryptocarya","Lauraceae","Laurales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMA8","","CRMA8","Cryptocarya mannii","","Cryptocarya","","mannii","","","","","","","","","","","Hillebr.","","","","","holio","Dicot","Cryptocarya","Lauraceae","Laurales","Magnoliopsida","Magnoliophyta","Plantae"
"CRRU12","","CRRU12","Cryptocarya rubra","","Cryptocarya","","rubra","","","","","","","","","","","(Molina) Skeels","","","","","red cryptocarya","Dicot","Cryptocarya","Lauraceae","Laurales","Magnoliopsida","Magnoliophyta","Plantae"
"CRYPT8","","CRYPT8","Cryptocolea","","Cryptocolea","","","","","","","","","","","","","R.M. Schust.","","","","","","Liverwort","Cryptocolea","Jungermanniaceae","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"CRIM7","","CRIM7","Cryptocolea imbricata","","Cryptocolea","","imbricata","","","","","","","","","","","R.M. Schust.","","","","","","Liverwort","Cryptocolea","Jungermanniaceae","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"CRYPT7","","CRYPT7","Cryptocoryne","","Cryptocoryne","","","","","","","","","","","","","Fisch. ex Wydl.","","","","","water trumpet","Monocot","Cryptocoryne","Araceae","Arales","Liliopsida","Magnoliophyta","Plantae"
"CRBE10","","CRBE10","Cryptocoryne beckettii","","Cryptocoryne","","beckettii","","","","","","","","","","","Thwaites ex Trimen.","","","","","Beckett's water trumpet","Monocot","Cryptocoryne","Araceae","Arales","Liliopsida","Magnoliophyta","Plantae"
"CRWA4","","CRWA4","Cryptocoryne walkeri","","Cryptocoryne","","walkeri","","","","","","","","","","","Schott","","","","","water-trumpet","Monocot","Cryptocoryne","Araceae","Arales","Liliopsida","Magnoliophyta","Plantae"
"CRWE4","","CRWE4","Cryptocoryne wendtii","","Cryptocoryne","","wendtii","","","","","","","","","","","de Wit","","","","","Wendt's water trumpet","Monocot","Cryptocoryne","Araceae","Arales","Liliopsida","Magnoliophyta","Plantae"
"CRYPT3","","CRYPT3","Cryptogramma","","Cryptogramma","","","","","","","","","","","","","R. Br.","","","","","rockbrake","Fern","Cryptogramma","Pteridaceae","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"CRAC3","","CRAC3","Cryptogramma acrostichoides","","Cryptogramma","","acrostichoides","","","","","","","","","","","R. Br.","","","","","American rockbrake","Fern","Cryptogramma","Pteridaceae","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"CRCA23","","CRCA23","Cryptogramma cascadensis","","Cryptogramma","","cascadensis","","","","","","","","","","","E.R. Alverson","","","","","Cascade rockbrake","Fern","Cryptogramma","Pteridaceae","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"CRCR16","","CRCR16","Cryptogramma crispa","","Cryptogramma","","crispa","","","","","","","","","","","(L.) R. Br. ex Hook. [excluded]","","","","","parsley fern","Fern","Cryptogramma","Pteridaceae","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"CRSI7","","CRSI7","Cryptogramma sitchensis","","Cryptogramma","","sitchensis","","","","","","","","","","","(Rupr.) T. Moore","","","","","Sitka rockbrake","Fern","Cryptogramma","Pteridaceae","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"CRST2","","CRST2","Cryptogramma stelleri","","Cryptogramma","","stelleri","","","","","","","","","","","(S.G. Gmel.) Prantl","","","","","fragile rockbrake","Fern","Cryptogramma","Pteridaceae","Polypodiales","Filicopsida","Pteridophyta","Plantae"
